Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;VERDADEIRO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Laboratório de Informática;D1.11;22;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL08;ET-B4, ET-B3, ET-B2, ET-B1;28;VERDADEIRO;VERDADEIRO;Qua;09:30:00;11:00:00;30/11/2022;Laboratório de Informática;D1.11;22;Horário sala visível portal público, Laboratório de Informática
GNM;Estratégia e Desenvolvimento Organizacional para os Media;02898TP01;MGNM-A1;35;VERDADEIRO;FALSO;Ter;20:30:00;22:30:00;29/11/2022;Sala Aulas Mestrado;;0;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488TP03;CPC1, CPC2;56;FALSO;VERDADEIRO;Sex;13:00:00;15:30:00;02/12/2022;Sala/anfiteatro aulas;C3.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIESPP;Guerras e Revoluções na Europa Contemporânea;00498TP02;CI-ESPP-1;33;VERDADEIRO;VERDADEIRO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;AA2.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Desenho I (2020);03816TP01;ARQ-A3, ARQ-A2, ARQ-A1;36;FALSO;VERDADEIRO;Ter;11:00:00;12:30:00;29/11/2022;Arq 3;B3.03;87;Sala de Arquitectura, Arq 3, Horário sala visível portal público
MIA;Desenho I (2020);03816TP01;ARQ-A3, ARQ-A2, ARQ-A1;36;FALSO;VERDADEIRO;Seg;14:30:00;16:00:00;28/11/2022;Laboratório de Informática;D1.02;27;Horário sala visível portal público, Laboratório de Informática
MIA;Desenho I (2020);03816TP01;ARQ-A3, ARQ-A2, ARQ-A1;36;FALSO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Arq 3;B3.03;87;Sala de Arquitectura, Arq 3, Horário sala visível portal público
CT;Diversidade no Local de Trabalho;00664TP04;CI-CT-04;21;FALSO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;C4.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Econometria II;L0287TP01;EC1;23;FALSO;VERDADEIRO;Seg;08:00:00;09:30:00;28/11/2022;Laboratório de Informática;D1.11;22;Horário sala visível portal público, Laboratório de Informática
LE;Econometria II;L0287TP01;EC1;23;FALSO;VERDADEIRO;Ter;13:00:00;14:30:00;29/11/2022;Laboratório de Informática;D1.11;22;Horário sala visível portal público, Laboratório de Informática
LE;Econometria II;L0287TP01;EC1;23;FALSO;VERDADEIRO;Sex;09:30:00;11:00:00;02/12/2022;Laboratório de Informática;D1.11;22;Horário sala visível portal público, Laboratório de Informática
LFC, LG, LGM, LGIL;Gestão do Marketing;L1805T03;GMKA2, GMKA1, FCA3, FCA2, FCA1;152;FALSO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Sala de Aulas normal;Auditório 4;250;Sala/anfiteatro aulas, Horário sala visível portal público
LHMC;História da Expansão Portuguesa;L0881TP04;HMC-OPT;28;VERDADEIRO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;AA3.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
CIISTA;Animação e Controlo de Personagens Virtuais;ACPVTP02;CI-ISTA-Mest-1;8;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
CIISTA;Animação e Controlo de Personagens Virtuais;ACPVTP02;CI-ISTA-Mest-1;8;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Laboratório de Informática;D1.03;20;Horário sala visível portal público, Laboratório de Informática
LFC, LG;Estatística I;L0119TP03;GB1;44;VERDADEIRO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;Auditório 1;120;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG;Estatística I;L0119TP03;GB1;44;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;Auditório B1.04;192;Horário sala visível portal público
LG, LGM;Marketing Operacional;MOpeTP01;GB3;40;VERDADEIRO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG, LGM;Marketing Operacional;MOpeTP01;GB3;40;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCD, LCD-PL;Programação (1ciclo);03586PL04;CDA1;44;FALSO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Laboratório de Informática;D1.09;50;Horário sala visível portal público, Laboratório de Informática
LHMC;História da Expansão Portuguesa;L0881T02;HMC-OPT;28;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;AA3.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH, LPES;Economia da Inovação e do Conhecimento;L5020TP01;CI-ECSH 1;34;VERDADEIRO;VERDADEIRO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;AA3.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Projecto Final de Arquitectura (2020);PFAT01;ARQ-E1;9;FALSO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Arq 1;B3.01;87;Sala de Arquitectura, Arq 1, Horário sala visível portal público
MCCTI;Redes Sociais Online;01730TP01;MCCTI_A_OPT1, MCCTI_A3, MCCTI_A1;45;VERDADEIRO;VERDADEIRO;Seg;16:00:00;18:00:00;28/11/2022;Sala Aulas Mestrado;AA3.28;44;Sala/anfiteatro aulas, Horário sala visível portal público
CIIBS;Gestão Comparada Internacional;L0558TP01;CI-IBS-1;51;VERDADEIRO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C2.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIIBS;Gestão Comparada Internacional;L0558TP01;CI-IBS-1;51;VERDADEIRO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;C2.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LSS-PL;Teoria e História do Serviço Social;00438TP01;SS-PL-A2;27;FALSO;FALSO;Seg;16:30:00;18:00:00;28/11/2022;Sala de Aulas normal;2E05;50;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Teoria e História do Serviço Social;00438TP01;SS-PL-A2;27;FALSO;FALSO;Ter;16:30:00;18:00:00;29/11/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T05;GA4, GA5;81;FALSO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Sala de Aulas normal;Auditório 0NE02-Caiano Pereira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LHMC;Marginalidade e Controlo Social;L5195TP02;HMCC1, HMCB1;50;FALSO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala/anfiteatro aulas;2E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LHMC;Marginalidade e Controlo Social;L5195TP02;HMCC1, HMCB1;50;FALSO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala/anfiteatro aulas;2E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP03;CDC1PL;24;FALSO;FALSO;Seg;21:00:00;22:30:00;28/11/2022;BYOD (Bring Your Own Device);C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP03;CDC1PL;24;FALSO;FALSO;Seg;19:30:00;21:00:00;28/11/2022;BYOD (Bring Your Own Device);C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Inteligência Artificial Simbólica para Ciência de Dados;03605TP03;CDC1PL;24;FALSO;FALSO;Seg;18:00:00;19:30:00;28/11/2022;BYOD (Bring Your Own Device);C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LGRH;Diagnóstico e Mudança Organizacional;DMOTP02;GRHC2;30;VERDADEIRO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGRH;Diagnóstico e Mudança Organizacional;DMOTP02;GRHC2;30;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGRH;Análise de Dados em Gestão de Recursos Humanos I;ADGRHITP01;GRHA1;42;FALSO;VERDADEIRO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C4.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGRH;Análise de Dados em Gestão de Recursos Humanos I;ADGRHITP01;GRHA1;42;FALSO;VERDADEIRO;Seg;14:30:00;16:00:00;28/11/2022;Sala de Aulas normal;C4.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LP;Comportamento Organizacional - Processos Individuais;L5202TP01;PC4, PC3, PC2, PC1;48;FALSO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LP;Comportamento Organizacional - Processos Individuais;L5202TP01;PC4, PC3, PC2, PC1;48;FALSO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;1E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
MMF;Econometria dos Mercados Financeiros;M7606TP01;MMFB1;10;FALSO;FALSO;Sex;17:30:00;19:30:00;02/12/2022;Sala/anfiteatro aulas;AA2.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Definição, Sinalização e Avaliação de Crianças em Situação de Mau Trato e Negligência;M8623TP01;CI-ECSH 1;38;FALSO;FALSO;Ter;15:30:00;17:30:00;29/11/2022;Sala/anfiteatro aulas;Auditório C1.03;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIECSH;Definição, Sinalização e Avaliação de Crianças em Situação de Mau Trato e Negligência;M8623TP01;CI-ECSH 1;38;FALSO;FALSO;Ter;13:30:00;15:30:00;29/11/2022;Sala/anfiteatro aulas;Auditório C1.03;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LP;Psicologia Social;L5200TP07;PA4, PA2;68;FALSO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala/anfiteatro aulas;C5.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Microeconomia;L5004PL12;GA4;56;FALSO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;C4.06;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LA;Relações: Géneros, Famílias, Parentesco;L5081TP01;LAB1;39;VERDADEIRO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;1E05;52;Sala/anfiteatro aulas, Horário sala visível portal público
LA;Relações: Géneros, Famílias, Parentesco;L5081TP01;LAB1;39;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;1E05;52;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Álgebra;L0135TP03;IGE-PL-A2, IGE-PL-A1;67;FALSO;FALSO;Ter;21:00:00;22:30:00;29/11/2022;Sala de Aulas normal;Auditório B1.03;204;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Álgebra;L0135TP03;IGE-PL-A2, IGE-PL-A1;67;FALSO;FALSO;Ter;19:30:00;21:00:00;29/11/2022;Sala de Aulas normal;Auditório B1.03;204;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Álgebra;L0135TP03;IGE-PL-A2, IGE-PL-A1;67;FALSO;FALSO;Qua;21:00:00;22:30:00;30/11/2022;Sala de Aulas normal;Auditório B1.03;204;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Planeamento e Inovação em Marketing;01784TP05;MGA3;44;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala Aulas Mestrado Plus;C2.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIECSH;Economia Financeira;00222TP01;CI-ECSH 1;40;VERDADEIRO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Economia Financeira;00222TP01;CI-ECSH 1;40;VERDADEIRO;FALSO;Seg;13:00:00;14:30:00;28/11/2022;Sala de Aulas normal;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Recrutamento e Selecção;RSTP04;GRHC2;28;FALSO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MPSO;Dissertação em Psicologia Social e das Organizações;00113S01;MPSO-B1;37;FALSO;VERDADEIRO;Ter;10:00:00;13:00:00;29/11/2022;Sala Aulas Mestrado;Auditório C1.04;60;Sala/anfiteatro aulas, Horário sala visível portal público
MPSO;Dissertação em Psicologia Social e das Organizações;00113S01;MPSO-B1;37;FALSO;VERDADEIRO;Seg;10:00:00;13:00:00;28/11/2022;Sala Aulas Mestrado;Auditório C1.04;60;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Demografia;02851TP01;SS-PL-C1;33;VERDADEIRO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;2E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Demografia;02851TP01;SS-PL-C1;33;VERDADEIRO;FALSO;Qua;16:30:00;18:00:00;30/11/2022;Sala de Aulas normal;2E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP09;CDA2PL, CDA3, CT-CDA2, CT-CDA2-PL, CT-CDA3;29;VERDADEIRO;FALSO;Sex;18:00:00;20:00:00;02/12/2022;Sala de Aulas normal;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Finanças de Empresa;FEmpTP03;GC1;53;FALSO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Sala/anfiteatro aulas;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Finanças de Empresa;FEmpTP03;GC1;53;FALSO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LEI, LEI-PL;Agentes Autónomos;03727PL05;EI-C6, EI-C5, EI-C4;29;FALSO;VERDADEIRO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MIA;Teoria e História da Arquitetura IV;03831T01;ARQ-C6, ARQ-C5, ARQ-C4, ARQ-C3, ARQ-C2, ARQ-C1;65;FALSO;VERDADEIRO;Seg;09:30:00;11:00:00;28/11/2022;Sala/anfiteatro aulas;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIISTA;Redes Definidas por Software;03358PL01;CI-ISTA-Master-1;16;VERDADEIRO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;C7.06;66;Laboratório de Redes de Computadores I, Horário sala visível portal público, Lab ISTA
MIA;Teoria e História da Arquitetura II;THAIITP02;ARQ-B6, ARQ-B5, ARQ-B4;29;FALSO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala/anfiteatro aulas;1E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIECSH;Museus e Colecções;00813TP01;CI-ECSH 1;51;VERDADEIRO;VERDADEIRO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LA;Antropologia e Imagem;L5087PL01;LAC1;52;FALSO;VERDADEIRO;Seg;16:00:00;17:30:00;28/11/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCD, LCD-PL;Projeto Aplicado em Ciência de Dados II;03603TP02;CDC1PL;23;FALSO;FALSO;Qua;19:30:00;21:00:00;30/11/2022;BYOD (Bring Your Own Device);C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Projeto Aplicado em Ciência de Dados II;03603TP02;CDC1PL;23;FALSO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;BYOD (Bring Your Own Device);C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724TP09;IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1;69;VERDADEIRO;VERDADEIRO;Seg;09:30:00;11:00:00;28/11/2022;BYOD (Bring Your Own Device);C6.07;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL13;EA3;33;FALSO;VERDADEIRO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL13;EA3;33;FALSO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
PGDCom;Seminário de Teorias e Práticas do Desenvolvimento;01998TP01;PG DC;25;FALSO;FALSO;Seg;20:30:00;22:30:00;28/11/2022;videoconferencia;C5.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
PGDCom;Seminário de Teorias e Práticas do Desenvolvimento;01998TP01;PG DC;25;FALSO;FALSO;Seg;18:00:00;20:00:00;28/11/2022;videoconferencia;C5.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL13;GA1;37;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Projecto Final de Arquitectura (2020);PFAT02;ARQ-E2;10;FALSO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Arq 2;B3.02;87;Sala de Arquitectura, Arq 2, Horário sala visível portal público
LFC;Investimentos;L0646TP01;FCB1;49;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC;Investimentos;L0646TP01;FCB1;49;VERDADEIRO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGIL;Gestão do Retalho;L5048T01;GILB1;38;VERDADEIRO;FALSO;Seg;13:00:00;14:30:00;28/11/2022;Sala de Aulas normal;C4.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
METI;Armazenamento de Dados em Ambientes distribuídos;03717TP02;METI-PL-A1;22;VERDADEIRO;FALSO;Ter;18:00:00;19:30:00;29/11/2022;Sala Aulas Mestrado;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
METI;Armazenamento de Dados em Ambientes distribuídos;03717TP02;METI-PL-A1;22;VERDADEIRO;FALSO;Ter;19:30:00;21:00:00;29/11/2022;Sala Aulas Mestrado;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Psicologia Social e das Organizações;L5051TP02;GRHA2;30;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP05;SA3;31;FALSO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP05;SA3;31;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
MCCTI;Teorias em Média e Comunicação;01720TP02;MCCTI-ICR-A1, MCCTI_A2;45;VERDADEIRO;FALSO;Ter;20:30:00;22:30:00;29/11/2022;Sala Aulas Mestrado;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC, LG, LGM, LGIL;Gestão do Marketing;L1805PL08;GMKA2;28;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Modelos Organizacionais;MOT10;GB4;37;VERDADEIRO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP01;SA1;30;FALSO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;C2.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP01;SA1;30;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;C2.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;VERDADEIRO;FALSO;Sex;16:30:00;18:00:00;02/12/2022;Sala de Aulas normal;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Serviço Social com Crianças, Jovens e Famílias;00446TP01;SS-PL-B1;31;VERDADEIRO;FALSO;Sex;18:00:00;19:30:00;02/12/2022;Sala de Aulas normal;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Introdução à Ciência Económica;00248TP05;EA3;31;FALSO;VERDADEIRO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Introdução à Ciência Económica;00248TP05;EA3;31;FALSO;VERDADEIRO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LEI, LEI-PL;Agentes Autónomos;03727PL08;EI-PL-C2, EI-PL-C1;51;FALSO;VERDADEIRO;Sex;18:00:00;19:30:00;02/12/2022;Sala/anfiteatro aulas;C5.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI;Teoria dos Circuitos;L2001TP02;ET-B9, ET-B8, ET-B7, ET-B12, ET-B11, ET-B10;25;FALSO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Laboratório de Electrónica;C7.08;86;Laboratório de Electrónica, Horário sala visível portal público, Lab ISTA
